ID PUMA,PUMA,ID Year,Year,Average Wage,Average Wage Appx MOE,Record Count,Slug PUMA,PUMS Occupation,ID PUMS Occupation,Slug PUMS Occupation
"79500US3700400","Granville, Person & Caswell Counties PUMA, NC",2017,"2017",41745.57391304348,10834.525089627508,6,"granville-person-caswell-counties-puma-nc","Social workers","211020","social-workers"
"79500US3700500","Franklin, Vance & Warren (West) Counties PUMA, NC",2017,"2017",44285.741124260356,21199.182453709647,7,"franklin-vance-warren-west-counties-puma-nc","Social workers","211020","social-workers"
"79500US3700600","Halifax, Hertford, Northampton & Warren (East) Counties PUMA, NC",2017,"2017",26745.62012987013,12305.937517202548,6,"halifax-hertford-northampton-warren-east-counties-puma-nc","Social workers","211020","social-workers"
"79500US3700900","Rocky Mount City PUMA, NC",2017,"2017",33360.75503355705,17295.059891682824,5,"rocky-mount-city-puma-nc","Social workers","211020","social-workers"
"79500US3701201","Raleigh City (South & Central) PUMA, NC",2017,"2017",32463.29591836735,28653.476666404884,5,"raleigh-city-south-central-puma-nc","Social workers","211020","social-workers"
"79500US3701202","Raleigh City (North) PUMA, NC",2017,"2017",54219.78512396694,36727.188464189145,6,"raleigh-city-north-puma-nc","Social workers","211020","social-workers"
"79500US3701205","Garner (South) & Fuquay-Varina Towns PUMA, NC",2017,"2017",25982.547008547008,14701.166206620623,9,"garner-south-fuquay-varina-towns-puma-nc","Social workers","211020","social-workers"
"79500US3701206","Raleigh City (Northwest) & Morrisville Town PUMA, NC",2017,"2017",83877.03536345776,36520.70131740179,6,"raleigh-city-northwest-morrisville-town-puma-nc","Social workers","211020","social-workers"
"79500US3701207","Cary Town PUMA, NC",2017,"2017",52201.16795366795,13043.34448905393,9,"cary-town-puma-nc","Social workers","211020","social-workers"
"79500US3701600","Burlington City PUMA, NC",2017,"2017",29370.63692946058,15009.737990492129,7,"burlington-city-puma-nc","Social workers","211020","social-workers"
"79500US3701701","Greensboro City (North) PUMA, NC",2017,"2017",28680.80462184874,13612.765730725214,6,"greensboro-city-north-puma-nc","Social workers","211020","social-workers"
"79500US3701801","Winston-Salem City (North) PUMA, NC",2017,"2017",25885.616326530613,18996.437578701778,6,"winston-salem-city-north-puma-nc","Social workers","211020","social-workers"
"79500US3702000","Caldwell & Alexander Counties PUMA, NC",2017,"2017",33096.27914110429,13271.55501212109,5,"caldwell-alexander-counties-puma-nc","Social workers","211020","social-workers"
"79500US3702201","Asheville City PUMA, NC",2017,"2017",35752.832746478874,14356.85198174465,13,"asheville-city-puma-nc","Social workers","211020","social-workers"
"79500US3702202","Buncombe County (Northwest) PUMA, NC",2017,"2017",31223.4011627907,26306.139834967224,5,"buncombe-county-northwest-puma-nc","Social workers","211020","social-workers"
"79500US3702500","Henderson & Transylvania Counties PUMA, NC",2017,"2017",30368.895734597158,16108.445217129678,6,"henderson-transylvania-counties-puma-nc","Social workers","211020","social-workers"
"79500US3703101","Charlotte City (Central) PUMA, NC",2017,"2017",32251.815175097276,17130.314021906262,5,"charlotte-city-central-puma-nc","Social workers","211020","social-workers"
"79500US3703104","Charlotte City (South) PUMA, NC",2017,"2017",35597.85059288538,9812.084605315586,7,"charlotte-city-south-puma-nc","Social workers","211020","social-workers"
"79500US3703106","Huntersville, Cornelius & Davidson Towns PUMA, NC",2017,"2017",40949.895781637715,6601.905035998378,5,"huntersville-cornelius-davidson-towns-puma-nc","Social workers","211020","social-workers"
"79500US3703107","Mint Hill & Matthews (North) Towns PUMA, NC",2017,"2017",39186.88852459016,16247.051785441721,7,"mint-hill-matthews-north-towns-puma-nc","Social workers","211020","social-workers"
"79500US3703600","Randolph County PUMA, NC",2017,"2017",34542.9094017094,11228.465550714329,5,"randolph-county-puma-nc","Social workers","211020","social-workers"
"79500US3703700","Moore & Montgomery Counties PUMA, NC",2017,"2017",27226.172161172162,26605.988431822447,6,"moore-montgomery-counties-puma-nc","Social workers","211020","social-workers"
"79500US3703800","Harnett County PUMA, NC",2017,"2017",30709.483870967742,29022.777330288376,12,"harnett-county-puma-nc","Social workers","211020","social-workers"
"79500US3703900","Sampson & Duplin Counties PUMA, NC",2017,"2017",28626.777424483305,19661.262301253973,8,"sampson-duplin-counties-puma-nc","Social workers","211020","social-workers"
"79500US3704400","Carteret, Beaufort & Pamlico Counties PUMA, NC",2017,"2017",18722.16,38365.45917718249,6,"carteret-beaufort-pamlico-counties-puma-nc","Social workers","211020","social-workers"
"79500US3704700","Wilmington City PUMA, NC",2017,"2017",23573.632309217046,12023.819566118162,7,"wilmington-city-puma-nc","Social workers","211020","social-workers"
"79500US3704900","Columbus, Bladen & Robeson (East) Counties PUMA, NC",2017,"2017",29367.49968533669,7069.804369319237,11,"columbus-bladen-robeson-east-counties-puma-nc","Social workers","211020","social-workers"
"79500US3705001","Fayetteville City (Central & East) PUMA, NC",2017,"2017",45238.671768707485,17712.492632900365,7,"fayetteville-city-central-east-puma-nc","Social workers","211020","social-workers"
"79500US3705100","Lumberton City PUMA, NC",2017,"2017",29320.73076923077,17525.771084487893,11,"lumberton-city-puma-nc","Social workers","211020","social-workers"
"79500US3705200","Hoke, Richmond & Scotland Counties PUMA, NC",2017,"2017",19715.37777777778,21163.055953845073,5,"hoke-richmond-scotland-counties-puma-nc","Social workers","211020","social-workers"
"79500US3705400","Indian Trail & Stallings Towns PUMA, NC",2017,"2017",44297.32423208191,16546.28486064274,6,"indian-trail-stallings-towns-puma-nc","Social workers","211020","social-workers"
"79500US3800400","Grand Forks City PUMA, ND",2017,"2017",21235.953307392996,14965.576973371766,6,"grand-forks-city-puma-nd","Social workers","211020","social-workers"
"79500US3900300","Perrysburg, Sylvania & Maumee Cities PUMA, OH",2017,"2017",23673.566451612904,19678.121419945393,6,"perrysburg-sylvania-maumee-cities-puma-oh","Social workers","211020","social-workers"
"79500US3900902","Berea, Brook Park, Lakewood & Rocky River Cities PUMA, OH",2017,"2017",32020.755172413792,13669.791155648514,11,"berea-brook-park-lakewood-rocky-river-cities-puma-oh","Social workers","211020","social-workers"
"79500US3900905","Cleveland City (West) PUMA, OH",2017,"2017",37915.00503355705,19811.5358936054,8,"cleveland-city-west-puma-oh","Social workers","211020","social-workers"
"79500US3900908","Cleveland City (East) & Bratenahl Village PUMA, OH",2017,"2017",35993.68105849582,12133.37646377165,11,"cleveland-city-east-bratenahl-village-puma-oh","Social workers","211020","social-workers"
"79500US3900909","Euclid, Cleveland Heights & South Euclid Cities PUMA, OH",2017,"2017",34997.645021645025,21309.564666117887,6,"euclid-cleveland-heights-south-euclid-cities-puma-oh","Social workers","211020","social-workers"
"79500US3900910","Lyndhurst, Mayfield Heights, Shaker Heights & Solon Cities PUMA, OH",2017,"2017",44851.19277108434,27267.38852069213,7,"lyndhurst-mayfield-heights-shaker-heights-solon-cities-puma-oh","Social workers","211020","social-workers"
"79500US3901400","Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties PUMA, OH",2017,"2017",29691.57461024499,18044.02524344728,5,"trumbull-outside-warren-city-mahoning-outside-youngstown-city-counties-puma-oh","Social workers","211020","social-workers"
"79500US3901600","Warren & Niles Cities PUMA, OH",2017,"2017",44214.93613933236,8157.836342792529,7,"warren-niles-cities-puma-oh","Social workers","211020","social-workers"
"79500US3901804","Akron (West) & Cuyahoga Falls (West) Cities PUMA, OH",2017,"2017",39970.175965665236,16106.620848569379,5,"akron-west-cuyahoga-falls-west-cities-puma-oh","Social workers","211020","social-workers"
"79500US3902400","Hancock & Putnam Counties PUMA, OH",2017,"2017",23181.79775280899,43588.167400882325,5,"hancock-putnam-counties-puma-oh","Social workers","211020","social-workers"
"79500US3902500","Allen County PUMA, OH",2017,"2017",53653.17280453258,12283.204565027068,5,"allen-county-puma-oh","Social workers","211020","social-workers"
"79500US3902600","Auglaize, Mercer & Van Wert Counties PUMA, OH",2017,"2017",39456.54816513762,17857.220258964033,6,"auglaize-mercer-van-wert-counties-puma-oh","Social workers","211020","social-workers"
"79500US3902800","Marion, Knox & Morrow Counties PUMA, OH",2017,"2017",40515.50235478807,13533.45607663582,10,"marion-knox-morrow-counties-puma-oh","Social workers","211020","social-workers"
"79500US3902900","Holmes, Guernsey & Coshocton Counties PUMA, OH",2017,"2017",31076.045977011494,17508.774960073133,7,"holmes-guernsey-coshocton-counties-puma-oh","Social workers","211020","social-workers"
"79500US3903000","Tuscarawas & Harrison Counties PUMA, OH",2017,"2017",34340.92419825073,18090.746085220275,8,"tuscarawas-harrison-counties-puma-oh","Social workers","211020","social-workers"
"79500US3903200","Canton & North Canton Cities PUMA, OH",2017,"2017",29434.69723183391,14141.557552635622,5,"canton-north-canton-cities-puma-oh","Social workers","211020","social-workers"
"79500US3903300","Alliance City PUMA, OH",2017,"2017",37329.86855241265,20622.444573595905,5,"alliance-city-puma-oh","Social workers","211020","social-workers"
"79500US3903400","Columbiana County PUMA, OH",2017,"2017",30038.62192816635,4954.684677316362,6,"columbiana-county-puma-oh","Social workers","211020","social-workers"
"79500US3903700","Muskingum & Perry Counties PUMA, OH",2017,"2017",29098.310401310402,18227.63357739079,9,"muskingum-perry-counties-puma-oh","Social workers","211020","social-workers"
"79500US3903800","Licking County PUMA, OH",2017,"2017",52058.642965204235,7028.3045801732305,6,"licking-county-puma-oh","Social workers","211020","social-workers"
"79500US3904000","Delaware County PUMA, OH",2017,"2017",50115.32674772036,19903.12361067646,7,"delaware-county-puma-oh","Social workers","211020","social-workers"
"79500US3904105","Columbus City (Central) PUMA, OH",2017,"2017",49634.88454376164,25829.706937930147,6,"columbus-city-central-puma-oh","Social workers","211020","social-workers"
"79500US3904106","Columbus City (Northeast) PUMA, OH",2017,"2017",45539.45605858855,11281.944985746286,12,"columbus-city-northeast-puma-oh","Social workers","211020","social-workers"
"79500US3904107","Columbus (East), Whitehall & Bexley Cities PUMA, OH",2017,"2017",46219.76412429378,17243.401052948746,6,"columbus-east-whitehall-bexley-cities-puma-oh","Social workers","211020","social-workers"
"79500US3904300","Clark County PUMA, OH",2017,"2017",29066.055679287307,18725.736426399344,12,"clark-county-puma-oh","Social workers","211020","social-workers"
"79500US3904500","Darke, Shelby & Preble Counties PUMA, OH",2017,"2017",33457.746170678336,13545.557734799291,7,"darke-shelby-preble-counties-puma-oh","Social workers","211020","social-workers"
"79500US3904603","Dayton & Riverside Cities PUMA, OH",2017,"2017",31138.129204892968,9120.556206363155,14,"dayton-riverside-cities-puma-oh","Social workers","211020","social-workers"
"79500US3904604","Kettering & Centerville Cities PUMA, OH",2017,"2017",43486.83764705883,32535.88452834082,6,"kettering-centerville-cities-puma-oh","Social workers","211020","social-workers"
"79500US3904700","Greene County PUMA, OH",2017,"2017",37147.95741324921,22361.21327452987,9,"greene-county-puma-oh","Social workers","211020","social-workers"
"79500US3905000","Athens, Gallia & Meigs Counties PUMA, OH",2017,"2017",112886.5105691057,151546.07820304876,7,"athens-gallia-meigs-counties-puma-oh","Social workers","211020","social-workers"
"79500US3905200","Highland, Clinton & Adams Counties PUMA, OH",2017,"2017",34415.514285714286,10355.269767076281,5,"highland-clinton-adams-counties-puma-oh","Social workers","211020","social-workers"
"79500US3905302","Mason, Franklin & Springboro (West) Cities PUMA, OH",2017,"2017",66751.7003567182,23056.981043613538,5,"mason-franklin-springboro-west-cities-puma-oh","Social workers","211020","social-workers"
"79500US3905502","Forest Park City, White Oak, Bridgetown & Finneytown PUMA, OH",2017,"2017",32146.852848101265,19936.67743098523,5,"forest-park-city-white-oak-bridgetown-finneytown-puma-oh","Social workers","211020","social-workers"
"79500US3905504","Cincinnati City (Central) PUMA, OH",2017,"2017",44264.84044233807,20522.680178250208,8,"cincinnati-city-central-puma-oh","Social workers","211020","social-workers"
"79500US3905505","Cincinnati (East) & Norwood Cities PUMA, OH",2017,"2017",47711.342794759825,15529.197586374692,5,"cincinnati-east-norwood-cities-puma-oh","Social workers","211020","social-workers"
"79500US3905700","Clermont (East) & Brown Counties PUMA, OH",2017,"2017",47072.48382559775,24076.05217862613,6,"clermont-east-brown-counties-puma-oh","Social workers","211020","social-workers"
"79500US4000100","Northeast Oklahoma PUMA, OK",2017,"2017",30810.108416547788,13907.696726142445,9,"northeast-oklahoma-puma-ok","Social workers","211020","social-workers"
"79500US4000300","Southeast Oklahoma PUMA, OK",2017,"2017",35978.16507633588,11258.103521544115,12,"southeast-oklahoma-puma-ok","Social workers","211020","social-workers"
"79500US4000500","Panhandle & Northwest Oklahoma PUMA, OK",2017,"2017",11794.809946714033,20099.367132137526,5,"panhandle-northwest-oklahoma-puma-ok","Social workers","211020","social-workers"
"79500US4000601","Lawton City PUMA, OK",2017,"2017",37730.26596675416,6942.652785376722,5,"lawton-city-puma-ok","Social workers","211020","social-workers"
"79500US4000602","Stephens, Caddo, Comanche (North), Tillman, Jefferson & Cotton Counties PUMA, OK",2017,"2017",38951.67220902613,8682.216866577739,5,"stephens-caddo-comanche-north-tillman-jefferson-cotton-counties-puma-ok","Social workers","211020","social-workers"
"79500US4000701","Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA, OK",2017,"2017",37524.82751091703,10944.94537941602,5,"carter-garvin-murray-love-pontotoc-west-counties-puma-ok","Social workers","211020","social-workers"
"79500US4000900","Norman, Oklahoma City (South) & Moore Cities PUMA, OK",2017,"2017",32974.34640522876,13242.109123464728,5,"norman-oklahoma-city-south-moore-cities-puma-ok","Social workers","211020","social-workers"
"79500US4001001","Oklahoma City (West Central) PUMA, OK",2017,"2017",45681.40660295395,11223.968400739388,5,"oklahoma-city-west-central-puma-ok","Social workers","211020","social-workers"
"79500US4001101","Grady, McClain & Pottawatomie (South) Counties PUMA, OK",2017,"2017",41432,6636.114752014164,5,"grady-mcclain-pottawatomie-south-counties-puma-ok","Social workers","211020","social-workers"
"79500US4001201","Tulsa City (Central) PUMA, OK",2017,"2017",33042.94753833737,6043.210950831223,9,"tulsa-city-central-puma-ok","Social workers","211020","social-workers"
"79500US4001204","Tulsa City (West) PUMA, OK",2017,"2017",48541.38833570413,12697.020580899025,6,"tulsa-city-west-puma-ok","Social workers","211020","social-workers"
"79500US4001302","Muskogee, Okmulgee, Wagoner (East) & McIntosh Counties PUMA, OK",2017,"2017",31152.851674641148,14699.6443693449,7,"muskogee-okmulgee-wagoner-east-mcintosh-counties-puma-ok","Social workers","211020","social-workers"
"79500US4001400","Enid City PUMA, OK",2017,"2017",34784.51346153846,6750.1218905697,7,"enid-city-puma-ok","Social workers","211020","social-workers"
"79500US4100100","Umatilla, Union, Baker & Wallowa Counties PUMA, OR",2017,"2017",39785.23269230769,22280.78428969698,10,"umatilla-union-baker-wallowa-counties-puma-or","Social workers","211020","social-workers"
"79500US4100200","The Dalles City PUMA, OR",2017,"2017",24157.32879818594,15563.17370848012,5,"the-dalles-city-puma-or","Social workers","211020","social-workers"
"79500US4100600","Linn & Benton Counties PUMA, OR",2017,"2017",30715.596531791907,13711.40092103937,8,"linn-benton-counties-puma-or","Social workers","211020","social-workers"
"79500US4100901","Medford & Central Point Cities PUMA, OR",2017,"2017",33286.79136690647,28085.854771639122,7,"medford-central-point-cities-puma-or","Social workers","211020","social-workers"
"79500US4100902","Ashland City PUMA, OR",2017,"2017",42456.62088428975,28570.96339911576,7,"ashland-city-puma-or","Social workers","211020","social-workers"
"79500US4101301","Portland City (North & Northeast) PUMA, OR",2017,"2017",50955.04452466907,15379.881518811399,9,"portland-city-north-northeast-puma-or","Social workers","211020","social-workers"
"79500US4101303","Portland City (Southeast) PUMA, OR",2017,"2017",44119.72264355363,22731.933278829958,10,"portland-city-southeast-puma-or","Social workers","211020","social-workers"
"79500US4101305","Portland City (Central East) PUMA, OR",2017,"2017",38998.10347752333,14582.137210785322,12,"portland-city-central-east-puma-or","Social workers","211020","social-workers"
"79500US4101314","Portland City (Northwest & Southwest) PUMA, OR",2017,"2017",28361.95989304813,13154.671723911402,5,"portland-city-northwest-southwest-puma-or","Social workers","211020","social-workers"
"79500US4101318","Oregon City, Milwaukie & Happy Valley Cities PUMA, OR",2017,"2017",42826.6694772344,25742.165542152412,5,"oregon-city-milwaukie-happy-valley-cities-puma-or","Social workers","211020","social-workers"
"79500US4101319","Lake Oswego, West Linn, Wilsonville & Canby Cities PUMA, OR",2017,"2017",39416.199475065616,28417.809424269566,5,"lake-oswego-west-linn-wilsonville-canby-cities-puma-or","Social workers","211020","social-workers"
"79500US4101320","Tigard, Tualatin & Sherwood Cities PUMA, OR",2017,"2017",15831.557613168725,28766.398554969637,6,"tigard-tualatin-sherwood-cities-puma-or","Social workers","211020","social-workers"
"79500US4200102","Erie County (Outer) PUMA, PA",2017,"2017",42363.80884955752,5787.107851912309,6,"erie-county-outer-puma-pa","Social workers","211020","social-workers"
"79500US4200200","Crawford & Warren Counties PUMA, PA",2017,"2017",17202.917874396135,34121.61986722705,8,"crawford-warren-counties-puma-pa","Social workers","211020","social-workers"
"79500US4200300","Clearfield, McKean, Elk, Potter & Cameron Counties PUMA, PA",2017,"2017",39113.50422535211,23890.97542525068,9,"clearfield-mckean-elk-potter-cameron-counties-puma-pa","Social workers","211020","social-workers"
"79500US4200400","Bradford, Tioga & Sullivan Counties PUMA, PA",2017,"2017",18911.341666666667,17887.17992620748,7,"bradford-tioga-sullivan-counties-puma-pa","Social workers","211020","social-workers"
"79500US4200701","Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA, PA",2017,"2017",62677.70844327177,20130.424810837492,5,"scranton-city-dunmore-old-forge-taylor-moosic-boroughs-puma-pa","Social workers","211020","social-workers"
"79500US4200702","Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA, PA",2017,"2017",26877.265046296296,17144.26744535354,15,"lackawanna-outside-greater-scranton-city-wyoming-counties-puma-pa","Social workers","211020","social-workers"
"79500US4200900","Lycoming & Clinton Counties PUMA, PA",2017,"2017",38906.04786680541,14466.499257645497,13,"lycoming-clinton-counties-puma-pa","Social workers","211020","social-workers"
"79500US4201000","Northumberland & Montour Counties PUMA, PA",2017,"2017",31093.033414832928,7068.95897763417,11,"northumberland-montour-counties-puma-pa","Social workers","211020","social-workers"
"79500US4201100","Mifflin, Union, Snyder & Juniata Counties PUMA, PA",2017,"2017",41319.1106442577,17658.98404475369,9,"mifflin-union-snyder-juniata-counties-puma-pa","Social workers","211020","social-workers"
"79500US4201300","Venango, Jefferson, Clarion & Forest Counties PUMA, PA",2017,"2017",41667.130483689536,43322.19424650683,14,"venango-jefferson-clarion-forest-counties-puma-pa","Social workers","211020","social-workers"
"79500US4201400","Mercer County PUMA, PA",2017,"2017",26138.045769764216,23403.97440094916,11,"mercer-county-puma-pa","Social workers","211020","social-workers"
"79500US4201502","Beaver County (South) PUMA, PA",2017,"2017",43104.77629987908,4298.0863372804,8,"beaver-county-south-puma-pa","Social workers","211020","social-workers"
"79500US4201600","Butler County PUMA, PA",2017,"2017",17065.344165435745,13074.130054112344,8,"butler-county-puma-pa","Social workers","211020","social-workers"
"79500US4201701","Pittsburgh City (North) PUMA, PA",2017,"2017",41018.153252480704,16099.110168035395,8,"pittsburgh-city-north-puma-pa","Social workers","211020","social-workers"
"79500US4201803","Allegheny County (North Central) PUMA, PA",2017,"2017",46817.189458689456,22664.498656483087,6,"allegheny-county-north-central-puma-pa","Social workers","211020","social-workers"
"79500US4201804","Monroeville Municipality, Plum & Wilkinsburg Boroughs PUMA, PA",2017,"2017",34918.361934477376,18538.55029796424,6,"monroeville-municipality-plum-wilkinsburg-boroughs-puma-pa","Social workers","211020","social-workers"
"79500US4201900","Indiana & Armstrong Counties PUMA, PA",2017,"2017",35778.856060606064,19862.318297315225,8,"indiana-armstrong-counties-puma-pa","Social workers","211020","social-workers"
"79500US4202100","Cambria County PUMA, PA",2017,"2017",30251.041719342604,17560.021523372936,13,"cambria-county-puma-pa","Social workers","211020","social-workers"
"79500US4202200","Altoona City PUMA, PA",2017,"2017",32451.823651452283,25567.5207595035,9,"altoona-city-puma-pa","Social workers","211020","social-workers"
"79500US4202301","Carlisle Borough PUMA, PA",2017,"2017",49530.654228855725,16799.850537654147,7,"carlisle-borough-puma-pa","Social workers","211020","social-workers"
"79500US4202402","Hershey PUMA, PA",2017,"2017",42546.8833819242,28055.71090077949,7,"hershey-puma-pa","Social workers","211020","social-workers"
"79500US4202500","Lebanon County PUMA, PA",2017,"2017",42222.86123680241,9911.395691981415,6,"lebanon-county-puma-pa","Social workers","211020","social-workers"
"79500US4202600","Schuylkill County PUMA, PA",2017,"2017",42747.87570621469,22365.118585190674,10,"schuylkill-county-puma-pa","Social workers","211020","social-workers"
"79500US4202701","Wyomissing Borough PUMA, PA",2017,"2017",30750.13622754491,29604.32871485757,6,"wyomissing-borough-puma-pa","Social workers","211020","social-workers"
"79500US4202802","Outside Allentown & Bethlehem Cities)Emmaus Borough PUMA, PA",2017,"2017",32315.436218678817,17490.583616653068,6,"outside-allentown-bethlehem-citiesemmaus-borough-puma-pa","Social workers","211020","social-workers"
"79500US4202901","Bethlehem (East) & Easton Cities PUMA, PA",2017,"2017",36599.2535787321,17237.855034767428,5,"bethlehem-east-easton-cities-puma-pa","Social workers","211020","social-workers"
"79500US4203001","Bucks County (North) PUMA, PA",2017,"2017",49966.76286353468,27484.677209371705,5,"bucks-county-north-puma-pa","Social workers","211020","social-workers"
"79500US4203101","Pottstown Borough PUMA, PA",2017,"2017",41659.70613107822,50541.43607946197,6,"pottstown-borough-puma-pa","Social workers","211020","social-workers"
"79500US4203103","King of Prussia & Ardmore (East) PUMA, PA",2017,"2017",43415.465677179964,16829.550498105986,5,"king-of-prussia-ardmore-east-puma-pa","Social workers","211020","social-workers"
"79500US4203106","Montgomery County (South Central) PUMA, PA",2017,"2017",32604.690746753247,16914.601475502892,10,"montgomery-county-south-central-puma-pa","Social workers","211020","social-workers"
"79500US4203201","Philadelphia City (Far Northeast) PUMA, PA",2017,"2017",55051.88544891641,17569.146580901604,5,"philadelphia-city-far-northeast-puma-pa","Social workers","211020","social-workers"
"79500US4203204","Philadelphia City (North) PUMA, PA",2017,"2017",43430.494553376906,6319.296493047565,14,"philadelphia-city-north-puma-pa","Social workers","211020","social-workers"
"79500US4203206","Philadelphia City (Northwest) PUMA, PA",2017,"2017",30266.15860328145,5514.676862024582,10,"philadelphia-city-northwest-puma-pa","Social workers","211020","social-workers"
"79500US4203208","Philadelphia City (West) PUMA, PA",2017,"2017",50115.387829912026,5403.1908908646255,7,"philadelphia-city-west-puma-pa","Social workers","211020","social-workers"
"79500US4203209","Philadelphia City (Center City) PUMA, PA",2017,"2017",33970.44852941176,8153.730240122307,8,"philadelphia-city-center-city-puma-pa","Social workers","211020","social-workers"
"79500US4203210","Philadelphia City (Southwest) PUMA, PA",2017,"2017",38860.85372340425,8532.632571036585,7,"philadelphia-city-southwest-puma-pa","Social workers","211020","social-workers"
"79500US4203211","Philadelphia City (Southeast) PUMA, PA",2017,"2017",42874.0476534296,9679.835239351936,8,"philadelphia-city-southeast-puma-pa","Social workers","211020","social-workers"
"79500US4203302","Yeadon, Darby, Lansdowne Boroughs & Drexel Hill PUMA, PA",2017,"2017",37010.20612244898,17048.04571946786,12,"yeadon-darby-lansdowne-boroughs-drexel-hill-puma-pa","Social workers","211020","social-workers"
"79500US4203303","Chester City PUMA, PA",2017,"2017",46622.71042471042,11421.557396684857,5,"chester-city-puma-pa","Social workers","211020","social-workers"
"79500US4203402","West Chester Borough PUMA, PA",2017,"2017",39167.29096045198,20967.85410295525,6,"west-chester-borough-puma-pa","Social workers","211020","social-workers"
"79500US4203403","Coatesville City PUMA, PA",2017,"2017",30167.850951374206,23681.05847965133,8,"coatesville-city-puma-pa","Social workers","211020","social-workers"
"79500US4203601","York City & Shiloh PUMA, PA",2017,"2017",34683.945249597426,12602.681551310472,7,"york-city-shiloh-puma-pa","Social workers","211020","social-workers"
"79500US4203603","York County (South) PUMA, PA",2017,"2017",51228.14247311828,12316.614319220755,5,"york-county-south-puma-pa","Social workers","211020","social-workers"
"79500US4203800","Somerset, Bedford & Fulton Counties PUMA, PA",2017,"2017",31799.72795969773,25352.07135998226,10,"somerset-bedford-fulton-counties-puma-pa","Social workers","211020","social-workers"
"79500US4203900","Fayette County PUMA, PA",2017,"2017",16287.732251521298,16145.87718357337,6,"fayette-county-puma-pa","Social workers","211020","social-workers"
"79500US4204002","Washington (South) & Greene Counties PUMA, PA",2017,"2017",21806.626666666667,25884.48763737933,6,"washington-south-greene-counties-puma-pa","Social workers","211020","social-workers"
"79500US4400102","Providence CountyPawtucket & Central Falls Cities PUMA, RI",2017,"2017",41764.19764011799,21403.39830103013,6,"providence-countypawtucket-central-falls-cities-puma-ri","Social workers","211020","social-workers"
"79500US4400104","Cranston & East Providence Cities PUMA, RI",2017,"2017",61238.370517928284,14716.057772089105,9,"cranston-east-providence-cities-puma-ri","Social workers","211020","social-workers"
"79500US4400300","Newport & Bristol CountiesNewport City PUMA, RI",2017,"2017",47562.87533875339,26817.04733960299,8,"newport-bristol-countiesnewport-city-puma-ri","Social workers","211020","social-workers"
"79500US4500101","Easley & Clemson Cities PUMA, SC",2017,"2017",49205.80549019608,20403.834048315723,9,"easley-clemson-cities-puma-sc","Social workers","211020","social-workers"
"79500US4500104","Greenville & Mauldin Cities PUMA, SC",2017,"2017",7262.36678200692,10576.938105940048,6,"greenville-mauldin-cities-puma-sc","Social workers","211020","social-workers"
"79500US4500502","Rock Hill City & Fort Mill Town PUMA, SC",2017,"2017",21106.001848428834,18256.349014883173,6,"rock-hill-city-fort-mill-town-puma-sc","Social workers","211020","social-workers"
"79500US4500601","Lexington Town & Red Bank PUMA, SC",2017,"2017",25942.427118644067,15721.084355894625,6,"lexington-town-red-bank-puma-sc","Social workers","211020","social-workers"
"79500US4500602","West Columbia, Cayce Cities, Irmo Town & Seven Oaks PUMA, SC",2017,"2017",21021.686524822697,19458.132021321853,6,"west-columbia-cayce-cities-irmo-town-seven-oaks-puma-sc","Social workers","211020","social-workers"
"79500US4500604","Columbia City PUMA, SC",2017,"2017",26432.806394316165,25952.069616810022,7,"columbia-city-puma-sc","Social workers","211020","social-workers"
"79500US4500800","Sumter City PUMA, SC",2017,"2017",42713.512373968835,15613.572113618777,9,"sumter-city-puma-sc","Social workers","211020","social-workers"
"79500US4500900","Florence City PUMA, SC",2017,"2017",41331.211055276384,9040.043285488582,5,"florence-city-puma-sc","Social workers","211020","social-workers"
"79500US4501202","Charleston City PUMA, SC",2017,"2017",16135.68857142857,31886.975566129615,5,"charleston-city-puma-sc","Social workers","211020","social-workers"
"79500US4501300","Orangeburg, Colleton, Barnwell, Hampton, Bamberg & Allendale Counties PUMA, SC",2017,"2017",33876.563356164384,12217.50855973754,6,"orangeburg-colleton-barnwell-hampton-bamberg-allendale-counties-puma-sc","Social workers","211020","social-workers"
"79500US4600100","Rapid City PUMA, SD",2017,"2017",45294.293924466336,3490.1052320181066,5,"rapid-city-puma-sd","Social workers","211020","social-workers"
"79500US4600500","Southeast South Dakota (Outside Sioux Falls City) PUMA, SD",2017,"2017",34630.31113956466,15222.948288543232,9,"southeast-south-dakota-outside-sioux-falls-city-puma-sd","Social workers","211020","social-workers"
"79500US4700300","Clarksville City PUMA, TN",2017,"2017",28155.56433408578,16844.82105668434,5,"clarksville-city-puma-tn","Social workers","211020","social-workers"
"79500US4700500","Hendersonville City PUMA, TN",2017,"2017",42055.30962343096,20817.899037815776,7,"hendersonville-city-puma-tn","Social workers","211020","social-workers"
"79500US4701100","Bristol City PUMA, TN",2017,"2017",46044.582706766916,19440.368617889188,7,"bristol-city-puma-tn","Social workers","211020","social-workers"
"79500US4701300","Johnson City PUMA, TN",2017,"2017",25347.43358946213,16447.729169425853,7,"johnson-city-puma-tn","Social workers","211020","social-workers"
